cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,2,1,2,0,1,3,1,2,0,0,6,4,3,3,2,4,4,2,14,10,0,0,0,7,5,6,8,6,29,55,0,40,22,2,14,163,1.1004180370099494,1.5447373236290325,-0.2962074485254473,-0.0805099525472068,-0.9835224072124782,1.0503897261173682,0.146994311670102,0.7110336600056281,1.5274696267951895,0.069674858313437,0.8935789612176114,0.8332167342049174,1.079951728604811,-0.0303484371255186
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,6,4,3,3,2,3,0,2,14,8,0,0,0,10,5,4,6,6,29,52,2,5,46,0,13,234,2.1998138601358774,1.3434376506571473,-0.8116655102582315,1.2806609044143094,-0.545789679977609,1.8807213257835584,1.0399305493801827,2.463409704395089,2.4698570740852936,1.8150177702865575,1.6108263478918745,1.6133184061778412,1.5095195766147975,-1.3515590269552349
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,6,4,3,3,2,4,2,3,14,13,0,0,3,6,5,6,8,10,29,52,0,8,32,0,12,153,0.0808396598603451,1.1088376442338947,0.3536796733949619,-0.8945743170529075,2.324922958849223,0.6296071865935151,0.7452589010988113,0.1288386446312938,-0.3567542606825863,0.3961825711894238,0.8119667858719221,0.7516189336498886,0.5701690098939396,-1.2024202185046942
0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,1,3,4,4,0,11,13,8,0,0,3,4,10,7,1,2,93,2,35,35,0,11,39,-0.8992541295163311,0.5489538166046446,0.2463412581632292,-0.0805099525472068,1.3071039551300303,-1.413945061918474,-1.213687776686521,-1.2036900254400265,-0.975259733162936,-1.4994583970325008,-1.3681061246310746,-1.3806081151392489,-0.6379344892594931,-0.5005140109970153
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,0,0,3,1,2,4,0,2,14,8,0,0,0,10,5,5,8,6,29,89,0,30,55,8,13,235,1.774611638070975,0.5489538166046446,-1.1765514903000358,0.6311004374467225,-0.0596129065343268,1.5054334026264256,-0.1847690686965882,2.06577779756465,1.9995174114490113,1.6376768379671802,1.443560187898245,1.3894691551314076,1.5095195766147975,1.4277981630468273
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,3,2,1,3,1,0,0,0,0,0,3,3,2,4,4,3,14,8,0,0,0,4,4,9,9,10,29,96,2,30,32,0,13,68,-1.1028550379311726,-1.0002605250157577,-0.1882972909244857,-1.0516203138723397,0.9396918379408584,-0.7990437081169863,-0.5210939643854493,-0.0502330000392377,-1.2566039596649106,-1.2349014958719713,-0.809927023252589,-0.8391877571707896,-0.015074966520843,1.4561738322730429
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,1,1,1,2,1,1,2,0,0,1,0,0,3,3,3,4,0,0,11,11,11,0,1,5,5,5,5,3,29,3,4,19,18,0,9,141,-0.0119685942806965,-1.0002605250157577,0.138063196776851,-0.8536220295197172,-0.5845593062649953,-0.0538798245255865,2.2950253260656206,-0.1393944043831376,0.1257075582072077,-0.3765325968510232,0.192470247729015,0.1382552037634985,-0.8470323969276932,1.0625964582562513
0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,0,2,1,1,1,0,0,0,0,0,3,1,3,4,4,0,11,6,9,0,0,3,4,9,6,1,2,59,2,14,29,0,10,55,-0.4550591858635863,0.2358247375000559,-0.1882972909244857,-1.3930579434797028,-0.1425145792735553,-1.1934587752036705,-1.3360137201357465,-1.018178391318004,-0.8952535018897538,-1.4366995312511903,-1.1162571308646594,-1.1362485668104472,-0.7926429849791347,-0.9502980762618648
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,13,0,0,0,4,4,6,6,3,29,3,4,30,18,0,9,175,-0.906040292960077,-0.4074760642498855,-0.2962074485254473,-1.0134044804051296,0.0235909419386769,-0.5909122984650131,0.5839583396327569,-0.1690483092993059,-0.5020548335940057,-1.2583350637817312,-0.7606921683599145,-0.7914209816077844,-1.0900444210367426,1.4229368491565493
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,0,1,0,1,1,1,0,0,0,0,0,3,3,3,6,2,0,11,9,0,0,0,4,5,6,5,1,58,52,0,30,5,2,9,90,-0.0506209167256177,1.3434376506571473,1.4525088469793577,-0.9744844471869156,-0.9835224072124782,-0.306662364462248,0.1158930708371187,-0.628633913101066,-0.1515592157367671,-0.1098208848482169,-0.0856862115312038,-0.1343715580909105,-0.7511756968988276,1.4778696961166915
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,8,0,0,1,5,6,6,5,3,29,113,0,6,8,0,8,131,-0.4997721071073245,-0.7150912052775664,0.8632811045977336,-1.2317347602531687,-0.7726037450373545,-0.3010407491293974,0.7177889402765972,-0.8166416671655268,-0.5241502184015443,-0.6357563411769177,0.3028844799399799,0.2468901721214818,-1.125950169800434,-1.2326863986882404
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,4,2,0,11,10,0,0,0,4,4,8,6,1,29,112,2,46,35,7,9,62,-0.0969556883521381,-0.4074760642498855,-0.0796712124437942,0.208764907584816,1.424707872851226,-0.7762403300495602,-0.8383546400177679,-0.628633913101066,-0.4799043480762238,-0.5504797020938148,-0.937208311244326,-0.9170334415098204,-0.6665923873766153,-0.8928985626240628
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,3,1,1,2,1,3,3,0,0,0,0,0,3,3,2,4,4,3,14,11,8,0,0,4,4,8,11,10,29,96,0,22,10,0,13,123,-1.3375965407022603,-0.086791204496679,-0.4030039514246065,-1.1972006154170436,-0.9835224072124782,-0.3709769593066815,-0.5971210876973573,-1.2257058033323334,-0.8647277084149999,-0.4930001228760821,-0.6769472126050281,-0.7101426115311188,0.6144687373390438,-0.8296654723179271
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,1,0,0,1,1,1,0,0,0,0,4,3,1,3,4,2,0,11,5,0,0,2,4,4,8,5,1,2,27,0,36,22,0,9,18,-0.5589056256690234,-1.9585925941151596,-0.5082940374726675,-0.4589346106871431,-0.9835224072124782,-1.0759558007702803,-0.9252027536086834,0.48318783165985,-0.9053369318642664,-0.9878524328049404,-1.0434617173891338,-1.06566396633033,-0.990937226745125,-0.5937071987602721
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,2,0,1,3,1,0,0,0,6,4,3,1,2,4,2,3,14,1,2,0,1,8,4,6,8,10,29,93,0,38,46,0,14,166,-0.5441809314042912,-1.9585925941151596,-1.7915871860613697,0.0159181516120178,-0.9495923891057144,0.5286716439910238,-0.0732585116991933,0.9279464830035258,-0.4909795908351147,-1.3043941455353971,-0.3788816290785972,-0.2426394197797304,0.2504650496173356,1.209376629226694
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,0,0,3,3,2,4,4,3,14,8,0,0,1,3,3,9,11,10,29,96,0,8,5,0,13,46,-1.3936997598645504,-0.4074760642498855,0.2463412581632292,-1.3308047950218624,-0.9495923891057144,-0.6042569308726558,-0.8930031626489856,-0.9193320415974432,-0.8647277084149999,-0.5504797020938148,-1.186381808158132,-1.2042586529873378,0.5254653192890141,-1.0853705829465543
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,3,1,0,0,0,0,0,3,3,2,4,4,3,14,9,0,0,0,4,4,9,11,10,29,57,0,14,9,5,14,62,-1.189981480698323,1.5447373236290325,0.459680708649977,-0.6396587333624648,-0.4274902784247083,-0.5600689865867715,-0.8092371540054828,-0.4316900496426752,-0.8442302442045153,-0.9619408324265626,-0.6938571144208064,-0.7265622916428056,0.6291382367358266,-1.0376441837070929
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,2,1,0,1,2,1,0,0,0,6,4,3,2,4,4,0,4,12,8,0,0,0,5,5,7,8,5,29,37,2,30,35,0,13,131,0.281223542680392,-1.2563624821057275,0.5639814318156332,-0.5047973917860558,0.8665317352857177,0.2963668008435836,-0.1779155880589774,0.6267147283500588,0.3333821351139728,0.2486318987645223,-0.3063956591892274,0.1200905750685141,0.7017200826144969,1.3819892820640864
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,1,0,3,3,2,4,4,0,8,8,0,0,0,3,6,8,8,0,29,52,2,14,36,0,10,79,-1.6248721247866869,1.1088376442338947,2.2075717064739817,-0.2717970714875812,1.9956233556374816,-0.8689165349470657,-0.0782235025781165,0.1288386446312938,-1.0628698624496846,-0.747375542806854,-0.1965241434216742,-0.2426394197797304,-0.7372295733928883,-0.9714357892514444
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,2,1,0,0,0,1,4,3,3,4,4,6,4,12,5,0,0,0,7,4,6,8,5,29,58,6,11,48,0,12,158,0.8990738480422027,0.8424975802867148,-1.4860928090004952,0.0641960070247749,-0.3471594976426787,0.909961482564235,0.2132819833481854,-0.8166416671655268,1.0943229435730932,1.2069840208671128,-0.2516098624279724,-0.2963847896691162,0.9242474167237482,-0.1018682671279523
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,2,1,1,1,0,0,0,0,0,3,3,3,6,2,0,11,9,3,0,0,4,4,6,5,1,29,93,2,3,35,4,9,90,-0.0969556883521381,0.2358247375000559,1.0487145557933408,0.4465055792272939,-0.9835224072124782,-0.0510129469750956,0.1069045320450273,1.4054043055931449,-0.2317858498509218,-0.2586105735074273,-0.4327486164224968,-0.4728248365835482,-0.7788847513149729,0.7437392792196599
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,2,1,3,1,0,1,0,1,4,2,2,2,4,4,3,14,5,5,2,0,3,3,9,9,10,2,52,0,14,29,0,13,55,-0.6896673127808268,-0.086791204496679,-0.2962074485254473,-1.3930579434797028,-0.265869428816918,-0.6479963160860144,-0.769242639442419,-1.0897171888682888,-0.5351703604501916,-0.3177601311279244,-1.144630727379873,-1.1637672641404866,0.5849841239181001,-1.009525083825086
0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,3,3,1,1,2,1,1,1,0,0,0,0,0,2,3,3,4,2,0,11,11,10,0,0,6,7,6,5,1,29,38,2,30,22,0,9,148,0.2351501877274123,-0.7150912052775664,0.8632811045977336,-0.2717970714875812,0.1485286167541958,-0.3416841016139094,0.2629038730015317,-0.8684111947716994,-0.0131462316057523,-0.2586105735074273,0.9572291265545924,0.8970074774959657,-0.6665923873766153,1.4080288198930295
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,1,1,2,1,3,1,2,0,0,0,0,3,3,2,4,4,2,14,8,0,0,2,7,5,6,8,6,29,55,0,44,22,0,14,163,1.1004180370099494,1.3434376506571473,-0.2962074485254473,-0.0805099525472068,-0.9835224072124782,0.7730827064545677,-0.152524647119473,0.6830771166503182,1.5274696267951895,0.069674858313437,0.8935789612176114,0.8332167342049174,1.079951728604811,0.8185810070471168
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,0,1,1,1,0,0,0,6,4,3,3,3,4,2,0,11,6,2,0,0,4,4,7,5,1,29,59,4,30,35,0,9,62,-0.0969556883521381,0.2358247375000559,-0.1882972909244857,0.208764907584816,1.9334710832841533,-0.5735062561941748,-0.7748912972369502,-0.628633913101066,-0.2317858498509218,-0.2586105735074273,-0.9680669777898988,-0.94753190076489,-0.7232176884423268,1.4833566791095143
